client_id,name,cpf,age,state,income_brl,plan,acquisition_ch,credit_score,created_at,churned,churn_date,kyc_verified
CLI00684,Cliente 684,832.582.386-XX,23,SC,4343.71,Premium,Google Ads,560,2023-12-13 09:42:42,False,,True
CLI00685,Cliente 685,942.007.494-XX,46,SP,3271.19,Básico,Google Ads,645,2024-03-07 04:47:16,True,2024-11-29 04:47:16,True
CLI00686,Cliente 686,398.402.891-XX,40,RJ,6004.16,Básico,Indicação,652,2023-10-23 06:34:30,False,,True
CLI00687,Cliente 687,284.639.855-XX,62,RJ,8305.81,Premium,Orgânico,572,2023-11-04 01:01:02,False,,True
CLI00688,Cliente 688,355.379.502-XX,63,SP,2102.78,Profissional,Parceiro,494,2024-08-07 15:13:59,False,,True
CLI00689,Cliente 689,026.876.811-XX,56,SP,3914.16,Básico,Orgânico,689,2023-01-02 14:10:06,False,,True
CLI00690,Cliente 690,715.695.620-XX,71,SP,4822.93,Premium,Instagram,548,2024-11-24 06:45:05,False,,True
CLI00691,Cliente 691,304.531.943-XX,30,BA,5663.8,Profissional,Orgânico,522,2023-10-15 18:15:34,False,,True
CLI00692,Cliente 692,930.361.498-XX,41,SP,5270.41,Básico,Indicação,637,2024-01-19 13:15:38,True,2024-10-27 13:15:38,True
CLI00693,Cliente 693,999.219.212-XX,30,RJ,2412.66,Básico,Parceiro,371,2024-03-04 14:01:17,False,,True
CLI00694,Cliente 694,430.894.870-XX,72,MG,5455.48,Básico,Indicação,525,2024-03-18 15:46:02,True,2025-01-09 15:46:02,True
CLI00695,Cliente 695,056.641.877-XX,61,SP,1068.38,Premium,Indicação,888,2024-05-12 20:28:39,False,,True
CLI00696,Cliente 696,304.687.506-XX,20,MG,3809.8,Básico,Instagram,774,2024-08-12 13:11:25,False,,True
CLI00697,Cliente 697,361.332.541-XX,54,SP,3202.43,Profissional,Orgânico,852,2023-03-05 13:01:42,False,,True
CLI00698,Cliente 698,095.431.735-XX,19,GO,5043.01,Premium,Parceiro,811,2023-03-17 03:06:18,False,,True
CLI00699,Cliente 699,319.971.791-XX,39,MG,2345.0,Profissional,Indicação,729,2024-09-30 04:21:50,False,,True
CLI00700,Cliente 700,120.704.961-XX,20,SP,5650.83,Profissional,Instagram,623,2023-02-17 03:17:11,False,,True
CLI00701,Cliente 701,619.639.907-XX,53,SC,6174.78,Básico,Orgânico,627,2023-02-13 08:00:00,True,2023-09-26 08:00:00,True
CLI00702,Cliente 702,915.078.593-XX,45,RJ,3571.04,Básico,Instagram,793,2024-09-09 14:56:38,False,,True
CLI00703,Cliente 703,939.284.567-XX,56,PR,1617.45,Básico,App Store,750,2023-01-10 13:04:32,False,,True
CLI00704,Cliente 704,002.496.854-XX,29,SP,6280.25,Profissional,Orgânico,613,2023-12-12 08:23:52,False,,True
CLI00705,Cliente 705,495.450.892-XX,67,RS,3468.6,Profissional,App Store,665,2024-02-25 07:38:59,True,2024-11-21 07:38:59,False
CLI00706,Cliente 706,065.333.153-XX,70,SP,1404.99,Profissional,Indicação,579,2024-01-29 21:10:32,False,,True
CLI00707,Cliente 707,959.959.465-XX,62,SP,7485.73,Básico,Instagram,671,2024-06-23 15:40:02,False,,True
CLI00708,Cliente 708,730.337.933-XX,68,SP,7671.69,Profissional,Google Ads,769,2023-12-19 20:48:17,False,,True
CLI00709,Cliente 709,636.205.015-XX,70,MG,6098.77,Profissional,Google Ads,670,2024-08-19 19:03:08,False,,False
CLI00710,Cliente 710,950.033.423-XX,27,SC,3430.22,Básico,Instagram,516,2023-03-31 11:17:02,True,2023-08-07 11:17:02,True
CLI00711,Cliente 711,832.302.410-XX,29,GO,6667.24,Profissional,App Store,1000,2024-07-12 08:05:12,False,,True
CLI00712,Cliente 712,153.473.552-XX,42,SC,7255.66,Básico,Indicação,740,2023-04-17 14:24:17,False,,True
CLI00713,Cliente 713,112.233.865-XX,57,RJ,5317.26,Básico,Instagram,660,2024-09-12 14:51:54,False,,True
CLI00714,Cliente 714,993.842.530-XX,58,RJ,3751.8,Básico,Instagram,800,2023-11-30 15:12:32,True,2024-01-22 15:12:32,True
CLI00715,Cliente 715,973.179.128-XX,26,RS,5809.05,Profissional,Parceiro,478,2023-08-06 12:56:41,False,,True
CLI00716,Cliente 716,578.725.587-XX,59,CE,3347.62,Profissional,Parceiro,630,2024-11-16 09:32:23,False,,True
CLI00717,Cliente 717,690.333.736-XX,48,RJ,4238.44,Profissional,Instagram,593,2024-01-20 07:35:30,False,,True
CLI00718,Cliente 718,548.121.478-XX,42,SP,5192.92,Básico,Instagram,680,2023-11-27 03:00:00,False,,True
CLI00719,Cliente 719,956.776.657-XX,20,MG,2547.17,Profissional,App Store,715,2024-03-29 13:50:41,False,,True
CLI00720,Cliente 720,341.514.888-XX,19,CE,5995.74,Profissional,Google Ads,714,2023-10-24 23:54:38,False,,True
CLI00721,Cliente 721,111.508.353-XX,35,RJ,15765.84,Premium,Indicação,591,2024-09-02 09:44:24,False,,True
CLI00722,Cliente 722,439.284.044-XX,37,RS,3420.74,Profissional,Instagram,622,2023-07-14 04:46:42,False,,True
CLI00723,Cliente 723,907.826.333-XX,43,SP,4971.58,Profissional,App Store,677,2024-08-31 06:34:07,False,,True
CLI00724,Cliente 724,775.153.663-XX,55,RJ,2547.22,Básico,Orgânico,685,2024-02-05 15:40:53,False,,True
CLI00725,Cliente 725,924.075.536-XX,53,GO,2234.63,Básico,Instagram,752,2024-10-24 12:01:51,True,2025-02-02 12:01:51,True
CLI00726,Cliente 726,845.909.022-XX,43,SC,2781.23,Premium,Google Ads,859,2024-08-07 13:58:08,False,,True
CLI00727,Cliente 727,999.663.618-XX,54,RJ,3030.97,Premium,Indicação,771,2023-09-14 12:18:57,False,,True
CLI00728,Cliente 728,741.218.209-XX,24,PR,5362.62,Básico,App Store,723,2024-01-04 18:29:49,False,,True
CLI00729,Cliente 729,433.481.705-XX,30,SP,5639.71,Profissional,Orgânico,855,2023-05-26 00:11:35,True,2024-01-08 00:11:35,True
CLI00730,Cliente 730,662.128.671-XX,38,CE,6304.63,Profissional,Indicação,572,2023-05-14 11:03:48,False,,True
CLI00731,Cliente 731,467.299.493-XX,31,SP,8491.47,Básico,App Store,662,2024-11-03 09:48:29,True,2025-03-18 09:48:29,True
CLI00732,Cliente 732,027.169.385-XX,47,RS,15454.43,Profissional,Instagram,747,2024-06-15 22:16:01,False,,True
CLI00733,Cliente 733,901.475.469-XX,49,MG,8010.45,Básico,Google Ads,564,2024-11-13 22:12:36,False,,True
CLI00734,Cliente 734,296.762.916-XX,29,RJ,12207.87,Profissional,App Store,722,2024-10-22 02:14:18,False,,True
CLI00735,Cliente 735,248.413.768-XX,33,SC,6379.84,Profissional,Parceiro,611,2023-02-03 21:57:52,False,,True
CLI00736,Cliente 736,856.724.380-XX,22,SP,4724.02,Profissional,Google Ads,704,2023-10-14 09:39:50,False,,True
CLI00737,Cliente 737,765.636.004-XX,58,SP,3834.66,Básico,Parceiro,876,2023-02-26 20:27:46,False,,True
CLI00738,Cliente 738,777.118.372-XX,38,SP,1604.67,Profissional,Parceiro,773,2023-04-17 00:10:56,False,,True
CLI00739,Cliente 739,091.241.862-XX,71,SP,5348.15,Profissional,Orgânico,672,2023-08-05 19:34:54,False,,False
CLI00740,Cliente 740,275.230.837-XX,18,RJ,1975.14,Profissional,Orgânico,310,2024-08-16 02:19:53,False,,True
CLI00741,Cliente 741,164.709.006-XX,58,SP,5640.01,Profissional,Parceiro,520,2024-10-11 17:30:41,False,,True
CLI00742,Cliente 742,310.600.531-XX,41,RJ,6288.37,Básico,Orgânico,627,2023-07-13 22:44:28,False,,True
CLI00743,Cliente 743,220.681.558-XX,24,SP,14794.41,Profissional,Parceiro,478,2024-11-16 07:00:15,False,,True
CLI00744,Cliente 744,661.331.552-XX,31,SP,10022.94,Básico,App Store,834,2024-04-30 04:45:19,False,,False
CLI00745,Cliente 745,731.495.013-XX,38,PR,4532.91,Profissional,Instagram,565,2024-05-22 23:18:31,True,2024-10-07 23:18:31,True
CLI00746,Cliente 746,189.241.956-XX,56,SP,9128.17,Profissional,App Store,811,2024-08-19 04:04:41,False,,True
CLI00747,Cliente 747,571.509.976-XX,62,RJ,6260.28,Profissional,Parceiro,701,2024-08-22 04:03:27,True,2024-12-19 04:03:27,True
CLI00748,Cliente 748,030.914.363-XX,32,GO,4729.45,Básico,App Store,713,2024-07-30 04:24:49,False,,True
CLI00749,Cliente 749,432.630.397-XX,26,RS,3521.6,Básico,Orgânico,674,2023-02-16 13:02:45,False,,True
CLI00750,Cliente 750,086.403.553-XX,26,SP,2392.48,Básico,Parceiro,614,2023-09-13 07:13:22,True,2024-09-06 07:13:22,True
CLI00751,Cliente 751,396.852.701-XX,60,SP,2903.99,Profissional,Google Ads,516,2023-02-12 00:00:43,False,,True
CLI00752,Cliente 752,232.129.833-XX,30,CE,5626.03,Premium,Indicação,733,2023-02-24 08:36:48,False,,True
CLI00753,Cliente 753,233.629.344-XX,64,SP,4308.5,Básico,Parceiro,639,2023-11-28 01:41:09,False,,True
CLI00754,Cliente 754,156.627.768-XX,30,PR,4108.62,Básico,Parceiro,682,2024-05-08 16:30:47,True,2025-02-08 16:30:47,True
CLI00755,Cliente 755,066.149.828-XX,66,CE,3873.65,Básico,Parceiro,618,2023-12-03 15:43:47,True,2024-09-04 15:43:47,True
CLI00756,Cliente 756,746.897.152-XX,42,SP,4750.7,Premium,Indicação,796,2023-07-19 20:15:55,False,,True
CLI00757,Cliente 757,008.576.665-XX,27,MG,4292.42,Básico,Instagram,639,2023-06-02 00:24:21,False,,True
CLI00758,Cliente 758,160.169.236-XX,59,PR,2593.28,Profissional,Indicação,793,2023-08-28 02:00:34,False,,True
CLI00759,Cliente 759,875.066.337-XX,66,RJ,9182.32,Profissional,Orgânico,720,2024-08-22 01:31:18,False,,False
CLI00760,Cliente 760,024.972.439-XX,41,RJ,2980.12,Básico,Google Ads,911,2024-09-23 13:46:29,False,,True
CLI00761,Cliente 761,166.918.362-XX,71,RS,10608.58,Básico,Indicação,780,2024-05-29 15:50:46,True,2024-08-26 15:50:46,True
CLI00762,Cliente 762,869.461.195-XX,62,SP,4615.48,Básico,Orgânico,325,2023-07-16 09:51:41,False,,True
CLI00763,Cliente 763,640.270.116-XX,65,SP,1721.16,Profissional,Google Ads,887,2023-07-28 22:55:16,False,,True
CLI00764,Cliente 764,225.223.728-XX,36,SP,2968.22,Premium,Indicação,623,2024-05-23 09:09:33,False,,True
CLI00765,Cliente 765,230.234.679-XX,54,SP,3471.98,Básico,Instagram,623,2023-12-17 00:55:33,False,,True
CLI00766,Cliente 766,614.150.937-XX,28,SC,6599.34,Básico,App Store,607,2024-05-09 07:58:58,True,2024-07-21 07:58:58,True
CLI00767,Cliente 767,090.138.069-XX,24,CE,3893.8,Básico,Instagram,483,2024-08-13 17:22:25,True,2025-01-26 17:22:25,True
CLI00768,Cliente 768,759.655.553-XX,35,SP,4405.24,Básico,App Store,653,2024-08-14 08:51:11,False,,True
CLI00769,Cliente 769,055.107.620-XX,43,SP,2745.03,Básico,App Store,819,2024-05-31 13:57:28,False,,True
CLI00770,Cliente 770,357.978.630-XX,51,MG,8698.71,Premium,Orgânico,527,2024-11-05 23:25:57,False,,True
CLI00771,Cliente 771,057.397.691-XX,38,SP,2447.54,Básico,Parceiro,612,2024-09-23 04:19:01,True,2025-04-25 04:19:01,True
CLI00772,Cliente 772,164.932.898-XX,60,SP,2069.15,Básico,Orgânico,752,2024-01-05 19:33:20,False,,False
CLI00773,Cliente 773,727.178.333-XX,68,SP,859.03,Profissional,Instagram,605,2024-01-22 17:59:44,True,2024-11-27 17:59:44,True
CLI00774,Cliente 774,025.643.471-XX,62,PR,2049.67,Básico,Parceiro,682,2024-05-27 10:32:24,True,2025-02-03 10:32:24,True
CLI00775,Cliente 775,153.991.566-XX,58,BA,4433.0,Profissional,Orgânico,629,2024-02-20 04:36:33,False,,True
CLI00776,Cliente 776,633.414.111-XX,53,RJ,4689.39,Básico,Orgânico,639,2024-09-01 18:59:13,False,,True
CLI00777,Cliente 777,195.256.904-XX,30,RJ,2786.53,Básico,Orgânico,722,2024-04-04 23:25:01,False,,False
CLI00778,Cliente 778,655.289.931-XX,30,RJ,2301.95,Premium,Indicação,518,2024-02-21 00:21:51,False,,True
CLI00779,Cliente 779,243.772.942-XX,72,RJ,7760.35,Básico,Indicação,512,2024-02-23 02:30:27,False,,True
CLI00780,Cliente 780,095.481.497-XX,69,MG,6507.4,Básico,Orgânico,899,2024-10-21 12:52:59,False,,True
CLI00781,Cliente 781,605.233.027-XX,49,SP,8398.2,Profissional,Parceiro,869,2023-06-17 13:02:01,False,,True
CLI00782,Cliente 782,208.656.756-XX,70,PE,3943.81,Profissional,Google Ads,829,2023-08-21 07:39:40,False,,True
CLI00783,Cliente 783,861.259.047-XX,64,RJ,9766.99,Básico,Orgânico,675,2024-02-14 23:44:00,True,2024-06-22 23:44:00,True
CLI00784,Cliente 784,742.333.059-XX,26,RJ,3311.07,Básico,Parceiro,602,2024-03-24 06:59:38,False,,True
CLI00785,Cliente 785,201.572.018-XX,72,SP,2775.57,Profissional,Google Ads,568,2024-09-02 02:46:02,True,2025-05-08 02:46:02,True
CLI00786,Cliente 786,630.136.749-XX,45,RS,3190.28,Profissional,Instagram,652,2024-04-05 21:38:09,False,,True
CLI00787,Cliente 787,176.475.011-XX,65,RS,3744.85,Premium,Google Ads,757,2024-05-22 01:01:02,False,,True
CLI00788,Cliente 788,830.999.741-XX,59,CE,7407.17,Premium,Indicação,643,2024-01-15 23:41:33,False,,True
CLI00789,Cliente 789,649.215.182-XX,42,PR,5826.96,Profissional,App Store,531,2023-05-21 15:53:06,False,,True
CLI00790,Cliente 790,887.189.813-XX,19,SP,1888.24,Profissional,Indicação,853,2024-06-28 06:46:33,False,,True
CLI00791,Cliente 791,208.751.029-XX,25,SP,4396.79,Básico,App Store,611,2024-11-28 04:31:10,True,2025-10-30 04:31:10,True
CLI00792,Cliente 792,011.845.826-XX,23,BA,10064.18,Básico,Orgânico,760,2023-05-06 05:10:37,False,,True
CLI00793,Cliente 793,848.729.758-XX,18,RS,5490.78,Básico,Parceiro,762,2024-05-26 04:58:47,True,2024-07-18 04:58:47,True
CLI00794,Cliente 794,310.303.243-XX,56,RJ,10196.37,Básico,Orgânico,670,2023-10-01 11:56:20,False,,True
CLI00795,Cliente 795,542.961.844-XX,53,SC,5323.38,Profissional,Parceiro,634,2024-04-12 16:47:05,False,,True
CLI00796,Cliente 796,462.831.435-XX,43,MG,7058.22,Básico,Indicação,685,2023-05-07 20:29:37,False,,True
CLI00797,Cliente 797,262.566.093-XX,70,SC,10747.76,Básico,Parceiro,870,2024-05-18 03:19:43,False,,False
CLI00798,Cliente 798,615.155.423-XX,52,SP,10017.02,Básico,Orgânico,822,2023-04-07 19:06:28,True,2024-02-11 19:06:28,True
CLI00799,Cliente 799,361.128.497-XX,42,SP,7182.95,Básico,Orgânico,684,2023-03-18 01:51:42,False,,True
CLI00800,Cliente 800,484.910.256-XX,62,SP,4674.9,Básico,Parceiro,300,2023-09-28 23:58:16,False,,True
CLI00801,Cliente 801,889.679.240-XX,65,RJ,8340.22,Básico,Instagram,736,2024-09-18 02:30:48,False,,True
CLI00802,Cliente 802,269.405.396-XX,27,PR,2256.33,Básico,Orgânico,559,2024-07-07 23:26:02,False,,True
CLI00803,Cliente 803,784.468.341-XX,46,SC,5291.53,Básico,Indicação,760,2023-05-23 05:18:56,False,,True
CLI00804,Cliente 804,111.312.901-XX,67,RS,3782.67,Básico,App Store,361,2023-11-12 17:59:05,False,,True
CLI00805,Cliente 805,068.277.881-XX,49,SP,4822.72,Básico,Parceiro,682,2024-03-06 10:17:12,False,,True
CLI00806,Cliente 806,068.538.909-XX,30,SP,4655.36,Básico,Google Ads,767,2024-04-23 16:24:54,False,,True
CLI00807,Cliente 807,832.152.850-XX,61,RJ,9781.69,Básico,Parceiro,645,2023-05-11 21:40:13,False,,True
CLI00808,Cliente 808,153.814.474-XX,28,RJ,8149.39,Profissional,App Store,794,2023-10-22 10:50:19,False,,True
CLI00809,Cliente 809,634.807.970-XX,65,PR,6762.88,Profissional,Orgânico,693,2023-01-02 17:39:01,False,,True
CLI00810,Cliente 810,510.526.501-XX,47,SP,7388.7,Premium,Indicação,781,2024-04-23 02:18:55,False,,True
CLI00811,Cliente 811,261.702.437-XX,23,RJ,9201.77,Básico,Instagram,691,2023-06-03 10:29:42,False,,True
CLI00812,Cliente 812,284.177.225-XX,41,MG,1662.45,Básico,Instagram,673,2023-08-21 11:04:33,False,,True
CLI00813,Cliente 813,313.402.665-XX,40,BA,9054.46,Básico,Instagram,705,2023-01-05 12:18:37,False,,True
CLI00814,Cliente 814,741.678.725-XX,60,MG,7291.17,Profissional,Instagram,497,2023-05-05 12:26:29,False,,True
CLI00815,Cliente 815,621.102.258-XX,43,MG,3280.15,Premium,App Store,466,2024-08-29 02:32:42,False,,False
CLI00816,Cliente 816,690.674.471-XX,33,RS,12757.87,Básico,Instagram,718,2024-06-15 14:50:34,True,2025-01-06 14:50:34,True
CLI00817,Cliente 817,823.414.363-XX,57,PE,9012.98,Premium,App Store,739,2023-07-12 10:20:39,False,,True
CLI00818,Cliente 818,923.923.126-XX,69,GO,2654.94,Básico,Orgânico,797,2024-08-30 22:54:03,True,2025-06-13 22:54:03,False
CLI00819,Cliente 819,931.066.843-XX,27,CE,2406.38,Profissional,App Store,780,2023-05-30 06:26:46,False,,True
CLI00820,Cliente 820,604.145.456-XX,48,SP,5601.64,Premium,Indicação,532,2023-11-27 22:37:46,False,,True
CLI00821,Cliente 821,053.474.916-XX,21,SP,5152.03,Básico,Orgânico,394,2024-11-26 05:59:22,True,2024-12-26 05:59:22,True
CLI00822,Cliente 822,110.825.559-XX,41,MG,5912.66,Básico,Orgânico,646,2024-01-17 14:14:28,False,,True
CLI00823,Cliente 823,396.112.910-XX,33,RS,16247.59,Básico,Orgânico,556,2023-10-16 14:58:56,False,,True
CLI00824,Cliente 824,371.189.547-XX,59,RJ,3328.54,Básico,Indicação,699,2024-11-17 15:43:32,False,,True
CLI00825,Cliente 825,023.684.855-XX,52,RJ,11737.65,Básico,Orgânico,866,2023-06-06 21:32:11,False,,True
CLI00826,Cliente 826,176.880.294-XX,25,SP,6565.71,Premium,App Store,538,2024-07-11 03:55:24,False,,True
CLI00827,Cliente 827,036.788.127-XX,36,SP,5158.88,Profissional,Orgânico,568,2023-04-11 03:30:30,True,2024-02-24 03:30:30,True
CLI00828,Cliente 828,694.320.293-XX,53,SP,4033.29,Básico,App Store,588,2023-10-26 09:04:58,False,,True
CLI00829,Cliente 829,884.434.481-XX,68,SP,8241.86,Profissional,Google Ads,666,2023-01-07 21:11:13,False,,True
CLI00830,Cliente 830,242.403.381-XX,52,GO,9294.79,Básico,App Store,670,2023-02-05 10:16:40,True,2023-03-27 10:16:40,False
CLI00831,Cliente 831,551.842.694-XX,58,MG,4035.17,Profissional,Indicação,412,2023-09-27 21:09:33,False,,True
CLI00832,Cliente 832,534.240.891-XX,58,SP,19203.92,Profissional,Orgânico,601,2023-02-14 11:28:03,False,,True
CLI00833,Cliente 833,498.373.543-XX,42,RJ,7026.7,Básico,Google Ads,527,2024-06-18 11:24:02,False,,True
CLI00834,Cliente 834,273.652.717-XX,72,RJ,12394.45,Premium,Orgânico,460,2024-09-19 09:14:01,False,,True
CLI00835,Cliente 835,397.240.422-XX,70,RJ,6748.74,Básico,Indicação,803,2023-05-24 17:10:20,False,,True
CLI00836,Cliente 836,216.376.182-XX,56,SP,6101.62,Premium,Parceiro,473,2024-06-17 21:26:46,False,,True
CLI00837,Cliente 837,660.100.231-XX,18,RS,3533.1,Básico,Instagram,632,2024-09-19 14:04:34,False,,True
CLI00838,Cliente 838,185.132.797-XX,56,RJ,6115.31,Básico,App Store,677,2024-05-02 07:17:32,True,2024-06-05 07:17:32,True
CLI00839,Cliente 839,308.481.001-XX,39,SC,5975.99,Básico,Indicação,795,2023-08-27 18:04:17,False,,True
CLI00840,Cliente 840,620.303.662-XX,50,SP,1140.81,Profissional,Parceiro,468,2023-03-21 15:58:13,False,,True
CLI00841,Cliente 841,617.213.145-XX,32,CE,19215.28,Básico,App Store,756,2023-08-11 19:12:03,False,,False
CLI00842,Cliente 842,109.226.859-XX,25,RJ,6630.62,Básico,Parceiro,717,2023-09-17 05:04:51,False,,True
CLI00843,Cliente 843,494.514.754-XX,27,SP,3444.36,Profissional,Parceiro,678,2023-11-27 07:07:58,False,,True
CLI00844,Cliente 844,225.267.711-XX,69,SP,2935.35,Básico,Instagram,747,2024-07-06 11:43:03,True,2024-08-06 11:43:03,True
CLI00845,Cliente 845,226.557.676-XX,35,RJ,847.53,Básico,Google Ads,896,2024-07-18 10:48:50,True,2025-01-29 10:48:50,True
CLI00846,Cliente 846,366.878.878-XX,39,MG,13594.68,Básico,Indicação,877,2024-05-09 11:09:43,True,2025-05-08 11:09:43,True
CLI00847,Cliente 847,893.135.030-XX,42,CE,17364.86,Profissional,Indicação,721,2023-06-28 17:38:43,True,2024-02-28 17:38:43,True
CLI00848,Cliente 848,055.247.286-XX,26,MG,1423.78,Básico,Google Ads,416,2024-01-04 02:37:38,False,,True
CLI00849,Cliente 849,126.065.019-XX,32,SP,5071.31,Básico,Indicação,522,2024-10-04 23:43:01,True,2025-01-12 23:43:01,False
CLI00850,Cliente 850,025.213.109-XX,56,SP,9541.24,Básico,Indicação,760,2024-10-12 10:57:38,False,,True
CLI00851,Cliente 851,728.476.570-XX,27,RJ,3060.68,Básico,App Store,662,2023-11-20 12:01:37,False,,True
CLI00852,Cliente 852,092.820.667-XX,21,SP,9784.19,Básico,Indicação,562,2023-05-02 01:57:02,False,,True
CLI00853,Cliente 853,843.624.186-XX,34,SP,2680.18,Básico,Google Ads,588,2024-10-06 07:20:26,False,,True
CLI00854,Cliente 854,036.289.177-XX,65,PE,6750.76,Básico,Orgânico,656,2023-04-08 04:39:17,True,2024-03-19 04:39:17,True
CLI00855,Cliente 855,205.634.111-XX,43,SP,5339.46,Básico,Google Ads,586,2024-05-13 13:42:44,False,,True
CLI00856,Cliente 856,342.811.390-XX,72,MG,8016.85,Profissional,Parceiro,644,2024-08-27 21:49:59,False,,True
CLI00857,Cliente 857,034.199.097-XX,30,RJ,6645.06,Básico,Orgânico,608,2023-08-29 02:24:59,False,,False
CLI00858,Cliente 858,054.683.565-XX,23,MG,11153.44,Profissional,Orgânico,739,2023-09-02 08:12:06,False,,True
CLI00859,Cliente 859,818.209.679-XX,61,BA,10224.0,Básico,App Store,544,2024-06-29 18:28:20,True,2025-02-22 18:28:20,True
CLI00860,Cliente 860,711.332.288-XX,36,RJ,3114.71,Profissional,Orgânico,654,2023-01-30 01:20:27,False,,True
CLI00861,Cliente 861,572.545.960-XX,59,PR,4229.7,Básico,Orgânico,521,2024-04-17 19:42:57,False,,True
CLI00862,Cliente 862,399.129.710-XX,61,MG,2753.43,Básico,Orgânico,845,2024-08-24 07:40:04,False,,True
CLI00863,Cliente 863,171.752.421-XX,37,PR,1740.59,Básico,Parceiro,875,2024-11-07 02:30:12,False,,True
CLI00864,Cliente 864,274.747.219-XX,40,SP,11168.57,Premium,Instagram,509,2023-10-10 04:55:47,False,,True
CLI00865,Cliente 865,692.758.955-XX,72,MG,4417.09,Profissional,Indicação,712,2023-10-10 07:36:40,False,,True
CLI00866,Cliente 866,090.380.214-XX,50,SP,2596.74,Profissional,Instagram,564,2023-11-17 22:29:55,False,,True
CLI00867,Cliente 867,367.157.787-XX,43,SP,3438.81,Profissional,Instagram,645,2024-03-18 20:03:46,False,,True
CLI00868,Cliente 868,636.515.597-XX,64,PR,11224.99,Básico,Google Ads,687,2023-05-21 00:32:20,True,2024-01-09 00:32:20,True
CLI00869,Cliente 869,082.723.590-XX,48,SP,1610.08,Profissional,Orgânico,577,2024-07-29 18:32:58,True,2025-04-17 18:32:58,True
CLI00870,Cliente 870,673.030.644-XX,42,MG,1622.23,Básico,Google Ads,664,2024-08-24 08:14:13,True,2025-03-27 08:14:13,True
CLI00871,Cliente 871,147.683.420-XX,27,GO,4069.13,Básico,Instagram,626,2023-03-06 22:15:16,True,2023-10-29 22:15:16,True
CLI00872,Cliente 872,423.567.782-XX,39,CE,4592.24,Profissional,Instagram,494,2023-11-29 20:27:29,False,,True
CLI00873,Cliente 873,960.893.199-XX,40,MG,6958.03,Profissional,Orgânico,348,2023-12-06 06:14:37,False,,True
CLI00874,Cliente 874,502.727.516-XX,70,SP,2608.28,Profissional,Google Ads,648,2024-05-30 19:01:49,False,,True
CLI00875,Cliente 875,279.103.368-XX,18,MG,4111.37,Premium,Orgânico,807,2024-07-15 00:23:15,False,,True
CLI00876,Cliente 876,339.055.044-XX,42,MG,3486.6,Premium,App Store,555,2024-04-11 18:23:46,False,,True
CLI00877,Cliente 877,766.558.685-XX,25,RJ,16433.8,Profissional,Parceiro,485,2024-11-05 00:11:03,False,,True
CLI00878,Cliente 878,289.286.646-XX,47,RS,5129.44,Básico,App Store,494,2023-05-17 13:24:24,False,,True
CLI00879,Cliente 879,111.109.617-XX,57,SP,10291.37,Profissional,App Store,453,2024-06-29 07:57:18,False,,True
CLI00880,Cliente 880,890.463.378-XX,52,RS,4608.17,Profissional,App Store,769,2024-04-29 12:57:13,True,2025-01-11 12:57:13,True
CLI00881,Cliente 881,157.660.538-XX,72,GO,2980.42,Profissional,Indicação,730,2023-06-01 21:30:25,False,,True
CLI00882,Cliente 882,630.600.025-XX,60,SP,6013.05,Premium,Parceiro,622,2024-11-14 05:03:57,False,,True
CLI00883,Cliente 883,552.963.863-XX,70,GO,1655.83,Básico,App Store,522,2024-02-08 02:10:33,False,,True
CLI00884,Cliente 884,626.265.826-XX,71,BA,3028.89,Profissional,Parceiro,446,2023-11-02 11:58:26,True,2024-09-22 11:58:26,True
CLI00885,Cliente 885,196.482.531-XX,69,RJ,7448.09,Premium,Indicação,738,2024-07-05 11:49:21,False,,True
CLI00886,Cliente 886,920.981.960-XX,18,RJ,4698.63,Básico,App Store,708,2023-12-06 18:07:09,False,,True
CLI00887,Cliente 887,523.343.836-XX,47,MG,3254.08,Básico,Orgânico,436,2023-04-12 09:35:28,False,,True
CLI00888,Cliente 888,091.179.112-XX,21,RS,8045.54,Básico,Indicação,655,2024-05-27 01:27:15,True,2024-09-07 01:27:15,True
CLI00889,Cliente 889,536.170.617-XX,29,BA,1988.4,Básico,Indicação,511,2024-11-25 20:38:31,True,2025-09-04 20:38:31,True
CLI00890,Cliente 890,657.224.029-XX,31,SP,3961.22,Premium,Indicação,950,2023-03-01 06:34:17,False,,True
CLI00891,Cliente 891,579.980.284-XX,20,SC,6278.16,Básico,Indicação,716,2024-10-25 22:47:36,True,2025-05-18 22:47:36,True
CLI00892,Cliente 892,882.351.305-XX,56,SP,3798.35,Premium,Indicação,755,2023-05-30 18:53:46,True,2023-07-10 18:53:46,True
CLI00893,Cliente 893,244.731.584-XX,64,SP,3038.07,Profissional,App Store,522,2023-03-06 19:29:08,False,,True
CLI00894,Cliente 894,634.234.619-XX,49,SC,10053.15,Profissional,Orgânico,499,2024-09-20 09:04:18,False,,True
CLI00895,Cliente 895,376.769.459-XX,37,GO,8676.88,Premium,Indicação,565,2024-04-01 09:15:51,False,,True
CLI00896,Cliente 896,551.720.849-XX,45,MG,5643.52,Premium,Instagram,571,2023-10-25 12:29:31,False,,True
CLI00897,Cliente 897,856.012.562-XX,70,SP,5135.43,Premium,Instagram,631,2024-04-14 01:10:41,False,,True
CLI00898,Cliente 898,525.105.053-XX,31,SP,6653.03,Básico,Google Ads,592,2023-02-26 10:06:50,False,,True
